shape_id,route_id,service_id,block_id,trip_id,trip_sequence,trip_type,trip_headsign,direction_id,pattern_id,pattern_count,direction_code,pattern_code,pattern_rank,hierarchy
19-5-16,5-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342313,ch1972410,1,0,Yarrow/Mall,0,19-5-16,87,0,100,16,1
19-5-16,5-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342314,ch1972411,1,0,Yarrow/Mall,0,19-5-16,87,0,100,16,1
19-5-16,5-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342315,ch1972412,1,0,Yarrow/Mall,0,19-5-16,87,0,100,16,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972477,1,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972479,2,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972509,3,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972418,4,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972447,5,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972421,6,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972450,7,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972513,8,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972426,9,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972455,10,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972429,11,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972458,12,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972517,13,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972434,14,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972463,15,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972437,16,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972466,17,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972520,18,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972442,19,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972471,20,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972507,21,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972483,22,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972474,23,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342316,ch1972562,24,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972444,1,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972510,2,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972420,3,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972449,4,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972423,5,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972452,6,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972514,7,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972428,8,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972457,9,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972431,10,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972460,11,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972518,12,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972436,13,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972465,14,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972439,15,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972468,16,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972521,17,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972416,18,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972473,19,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972561,20,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972482,21,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972472,22,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972484,23,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342317,ch1972481,24,0,Downtown,0,19-1-105,6822,0,100,1,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972542,1,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972529,2,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972553,3,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972550,4,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972535,5,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972528,6,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972555,7,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972546,8,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972537,9,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972526,10,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972557,11,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972522,12,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972539,13,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972524,14,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972559,15,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972523,16,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972541,17,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972551,18,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972549,19,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972547,20,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972413,21,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972414,22,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972563,23,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972567,24,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342318,ch1972571,25,0,Mall,1,19-2-69,2843,1,200,5,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972508,1,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972478,2,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972445,3,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972419,4,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972448,5,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972512,6,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972424,7,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972453,8,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972427,9,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972456,10,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972516,11,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972432,12,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972461,13,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972435,14,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972464,15,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972570,16,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972440,17,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972469,18,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342319,ch1972415,19,0,UFV,1,19-1-104,6793,1,200,2,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972552,1,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972531,2,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972534,3,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972527,4,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972554,5,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972548,6,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972536,7,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972525,8,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972556,9,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972532,10,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972538,11,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972544,12,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972558,13,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972543,14,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972540,15,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972530,16,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972560,17,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972533,18,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972564,19,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972545,20,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-19,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972565,21,0,Mall,0,19-4-19,2690,1,200,7,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972566,22,0,Downtown,0,19-2-68,2948,0,100,4,1
19-2-69,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972475,23,0,Mall,1,19-2-69,2843,1,200,5,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972476,24,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-4-20,4-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972480,25,0,Teskey/Sylvan,1,19-4-20,2824,0,100,6,1
19-2-68,2-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342320,ch1972569,26,0,Downtown,0,19-2-68,2948,0,100,4,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972500,1,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972487,2,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972494,3,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972501,4,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972488,5,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972495,6,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972502,7,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972489,8,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972496,9,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972503,10,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972490,11,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972497,12,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972504,13,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972491,14,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972498,15,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972505,16,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972492,17,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972499,18,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972506,19,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972493,20,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972486,21,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972579,22,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972576,23,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972574,24,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972572,25,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972577,26,0,Downtown,0,19-7-69,2162,0,100,8,1
19-7-70,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972575,27,0,Mall,1,19-7-70,1960,1,200,10,1
19-8-40,8-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972573,28,0,UFV/Mall,0,19-8-40,2023,0,100,9,1
19-7-69,7-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342321,ch1972578,29,0,Downtown,0,19-7-69,2162,0,100,8,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972443,1,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972417,2,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972446,3,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972511,4,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972422,5,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972451,6,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972425,7,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972454,8,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972515,9,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972430,10,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972459,11,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972433,12,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972462,13,0,Downtown,0,19-1-105,6822,0,100,1,1
19-3-28,3-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972519,14,0,Chilliwack - To Downtown,1,19-3-28,3710,0,100,3,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972438,15,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972467,16,0,Downtown,0,19-1-105,6822,0,100,1,1
19-1-104,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972441,17,0,UFV,1,19-1-104,6793,1,200,2,1
19-1-105,1-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342322,ch1972470,18,0,Downtown,0,19-1-105,6822,0,100,1,1
19-11-26,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342323,ch1972599,1,0,Harrison,0,19-11-26,1526,1,200,12,1
19-11-30,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342323,ch1972606,2,0,Chilliwack,1,19-11-30,1665,0,100,11,1
19-11-26,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342323,ch1972600,3,0,Harrison,0,19-11-26,1526,1,200,12,1
19-11-30,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342323,ch1972607,4,0,Chilliwack,1,19-11-30,1665,0,100,11,1
19-11-26,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342323,ch1972601,5,0,Harrison,0,19-11-26,1526,1,200,12,1
19-11-30,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342323,ch1972608,6,0,Chilliwack,1,19-11-30,1665,0,100,11,1
19-11-26,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342324,ch1972602,1,0,Harrison,0,19-11-26,1526,1,200,12,1
19-11-30,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342324,ch1972609,2,0,Chilliwack,1,19-11-30,1665,0,100,11,1
19-11-26,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342324,ch1972603,3,0,Harrison,0,19-11-26,1526,1,200,12,1
19-11-30,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342324,ch1972610,4,0,Chilliwack,1,19-11-30,1665,0,100,11,1
19-11-26,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342325,ch1972604,1,0,Harrison,0,19-11-26,1526,1,200,12,1
19-11-30,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342325,ch1972611,2,0,Chilliwack,1,19-11-30,1665,0,100,11,1
19-11-26,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342325,ch1972605,3,0,Harrison,0,19-11-26,1526,1,200,12,1
19-11-30,11-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342325,ch1972612,4,0,Chilliwack,1,19-11-30,1665,0,100,11,1
19-6-11,6-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342328,ch1972645,1,0,Cultus Lake,1,19-6-11,198,1,200,15,1
19-6-10,6-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342328,ch1972655,2,0,Chilliwack,0,19-6-10,198,0,100,14,1
19-6-11,6-Chilliwack,aaCHW13-CW1207Sa-Saturday-06,342328,ch1972646,3,0,Cultus Lake,1,19-6-11,198,1,200,15,1
